,web-scraper-order,web-scraper-start-url,Products-href,Package Content,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
649,1751680869-774,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/coral-pink-indian-wear-soft-net-anarkali-suit-lstv08827.html,"Stone Work, Dori Work, Sequins Work.",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/o/coral-pink-indian-wear-soft-net-anarkali-suit-lstv08827-1.jpg,Coral Pink Indian Wear Soft Net Anarkali Suit for Wedding & Party,Women,Anarkali,Traditional,Soft Net,Lycra,Coral Pink,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Festival Wear",All-season,63900,23%,"Stone Work, Dori Work, Sequins Work","Stone Work, Dori Work, Sequins Work",Women,40-42,Gold,Heels
650,1751680873-775,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/lovely-maroon-velvet-anarkali-suit-with-resham-work-dmv14993-maroon.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/1/4/14993-maroon.jpg,Maroon Velvet Wedding Anarkali Suit With Zari Work,Women,Anarkali,Traditional,Velvet,Velvet,Maroon,"Wedding Wear, Party Wear, New Year, Eid, Valentine Wear",All-season,78000,23%,"Resham Work, Zari Work, Pearl Work, Stone Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Gold,Heels
651,1751680876-776,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/georgette-indian-wedding-anarkali-suit-in-dark-blue-color-lstv05586.html,"Zari Work, Stone Work, Dori Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/h/ch-georgette-indian-wedding-anarkali-suit-in-dark-blue-color-lstv05586_1_1.jpg,Georgette Indian Wedding Wedding Anarkali Suit In Prussian Blue Color,Women,Anarkali,Traditional,Georgette,Georgette,Prussian Blue,"Festival Wear, Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,93300,72%,"Zari Work, Stone Work, Dori Work","Zari Work, Stone Work, Dori Work",Women,,,
652,1751680879-777,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/purple-silk-anarkali-churidar-suit-1859purple.html,"Top (Included Lining), Bottom",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/u/purple-anarkali-suit1-1859.jpg,Lavender Color Silk Anarkali Churidar Suit,Women,Anarkali,Traditional,Silk,Silk,Lavender,"Party Wear, Festival Wear, Sangeet, Mahendi",All-season,61800,52%,"Gota Patti, Resham Thread Work","Top (Included Lining), Bottom",Women,Unknown,Matching,Heels
653,1751680882-778,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/resham-embroidered-silk-light-yellow-anarkali-suit-lstv04071.html,"Resham Work, Thread Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv04071_2.jpg,Priyanka Chopra Light Yellow Silk Anarkali Suit for Wedding & Party,Women,Anarkali,Traditional,Silk,Silk,Light Yellow,"Bridesmaid Wear, Festival Wear, Party Wear, Wedding Wear",All-season,51900,72%,"Resham Work, Thread Work","Resham Work, Thread Work",Indian Women,"40, 35-45",Gold,Heels
654,1751680888-780,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/dupion-blue-anarkali-suit-1985.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/blue-dupion-embroidered-anarkali-suit-1-1985_2_1.jpg,Navy Blue Trail Cut Silk Anarkali Suit for Wedding & Party,Women,Anarkali,Traditional,Silk,Silk,Navy Blue,"Party Wear, Diwali, Lohri, Eid",All-season,54000,50%,Embroidered Lace Work,"Top (Included Lining), Bottom and Scarf",Muslim Women,40-42,Silver,Heels
655,1751680896-781,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/persian-green-thread-embroidered-anarkali-suit-lstv111231.html,"Stone Work, Thread Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/e/persian-green-thread-embroidered-anarkali-suit-lstv111231-1.jpg,Teal Blue Thread Embroidered Anarkali Suit for Wedding & Party,Women,Anarkali,Traditional,Net,Santoon,Teal Green,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,60000,23%,"Stone Work, Thread Work, Zari","Stone Work, Thread Work, Zari",Women,40-42,Gold,Heels
656,1751680899-782,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/luxurious-silk-anarkali-gown-in-castleton-green-color-with-resham-embroidered-lstv0016-html.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/u/luxurious-silk-anarkali-gown-in-castleton-green-color-with-resham-embroidered-1-lstv0016-html.jpg,Wedding Anarkali Gown In Castleton Green Color With Resham Embroidered,Women,Anarkali,Heavy Work,Silk,Silk,Castleton Green,"Festival Wear, Bridal Wear, Wedding Wear, Party Wear",All-season,66000,25%,"Resham Work, Zari Work, Zircon Work, Aari Work, Hand Work, Zardosi Work, Thread Work, Dori Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,Not specified,Matching Green or Gold,Heels or Sandals
657,1751680902-783,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/grey-georgette-floor-length-wedding-wear-anarkali-suit-lstv113260-grey.html,Mirror Work,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv113260-gray.jpg,Grey Georgette Floor Length Wedding Anarkali Suit,Women,Anarkali,Traditional,Georgette,Santoon,Grey,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,60000,40%,Mirror Work,Mirror Work,Women,,,
658,1751680905-784,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/mustard-yellow-georgette-long-anarkali-suit-lstv08339.html,"Stone Work,Zari, Sequins, Dori",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-georgette-black-anarkali-suit-lstv119300-1_1__3_1.jpg,Mustard Yellow Georgette Long Anarkali Suit for Wedding & Party,Women,Anarkali,Traditional,Georgette,Santoon,Mustard Yellow,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Festival Wear, Mother of the Bride, Sangeet",All-season,55800,23%,"Stone Work, Zari, Sequins, Dori","Stone Work, Zari, Sequins, Dori",Women,,,
659,1751680909-785,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/steel-grey-net-a-line-anarkali-suit-lstv08631.html,"Resham Work,Stone Work,Thread Work,Zardosi",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/t/steel-grey-net-a-line-anarkali-suit-lstv08631-1.jpg,Steel Grey Net Embroidered Anarkali Suit,Women,Anarkali,Fancy,Net,Satin,Steel Grey,"Wedding Wear, Party Wear, Guest Of Wedding, Bridesmaid Wear, Festival Wear, Sangeet",All-season,81900,43%,"Resham Work, Stone Work, Thread Work, Zardosi","Resham Work, Stone Work, Thread Work, Zardosi",Women,,,
660,1751680912-786,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/dark-blue-silk-wedding-anarkali-suit-with-mirror-work-lsta00001.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-blue-silk-wedding-anarkali-suit-with-mirror-work-lsta00001.jpg,Dark Blue Silk Wedding Anarkali Suit With Mirror Work,Women,Anarkali,Traditional,Silk,Silk,Dark Blue,"Festival Wear, Party Wear, Wedding Wear",All-season,43800,72%,"Zari Work, Mirror Work","Top (Included Lining), Bottom and Scarf",Women,,,
661,1751680915-787,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/bottle-green-chiffon-plain-anarkali-suit-lstv115287.html,Plain,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/o/bottle-green-chiffon-plain-anarkali-suit-lstv115287-1.jpg,Bottle Green Chiffon Plain Anarkali Suit for Wedding & Party,Women,Anarkali,Contemporary,Chiffon,Lycra,Bottle Green,"Party Wear, Festival Wear",All-season,47700,72%,Plain,Plain,Women,,,
662,1751680919-788,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/dark-green-georgette-embroidered-wedding-anarkali-suit-lstv112340.html,"Zari, Faux Mirror",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-green-georgette-embroidered-wedding-anarkali-suit-lstv112340-1_1_1.jpg,Teal Green Georgette Embroidered Wedding Anarkali Suit for Wedding & Party,Women,Anarkali,Heavy Work,Georgette,Santoon,Teal Green,"Wedding Wear, Party Wear, Guest of Wedding Wear, Mehndi, Festival Wear",All-season,55800,43%,"Zari, Faux Mirror","Zari, Faux Mirror",Women,,,
663,1751680922-789,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/peach-silk-party-wear-anarkali-suit-with-zari-work-lstv05604.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/e/peach-silk-party-wear-anarkali-suit-with-zari-work-lstv05604.jpg,Peach Silk Party Wear Anarkali Suit With Zari Work,Women,Anarkali,Traditional,Silk,Silk,Peach,"Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,66000,40%,"Resham Work, Zari Work, Thread Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Gold,Heels
664,1751680925-790,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/bottle-green-georgette-long-anarkali-suit-lstv122533.html,"Diwali,Eid,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/o/bottle-green-georgette-long-anarkali-suit-lstv122533-1_1.jpg,Bottle Green Georgette Long Anarkali Suit,Women,Anarkali,Traditional,Georgette,Georgette,Bottle Green,"Wedding Wear, Party Wear, Guest of Wedding Wear, Mehndi, Festival Wear, Sangeet",All-season,41400,24%,"Wedding Wear, Party Wear, Guest of Wedding Wear, Mehndi, Festival Wear, Sangeet","Diwali, Eid, Navratri",Women,,,
665,1751680928-791,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/beige-net-embroidered-anarkali-suit-lstv03367.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/e/beige-net-embroidered-anarkali-suit-1-lstv03367_1_2.jpg,Beige Net Embroidered Anarkali Suit for Wedding & Party,Women,Anarkali,Heavy Work,Net,Net,Beige,"Festival Wear, Wedding Wear, Party Wear, Diwali, Bridesmaid Wear, Guest Of Wedding Wear",All-season,43800,43%,"Zari Work, Stone Work, Sequins Work, Dori Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Gold,Heels
666,1751680931-792,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/gorgeous-blue-silk-anarkali-suit-with-stone-work-lstv01520.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/blue-anarkali-suit-1-lstv01520.jpg,Navy Blue Taffeta Silk Anarkali Suit With Resham Work,Women,Anarkali,Traditional,Taffeta Silk,Taffeta Silk,Navy Blue,"Wedding Wear, Bridal Wear, Party Wear, Diwali, Lohri",All-season,63600,72%,"Zari Work, Resham Work","Top (Included Lining), Bottom and Scarf",Women,,,
667,1751680935-793,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/black-velvet-embroidered-anarkali-suit-with-skirt-lstv03688.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-velvet-embroidered-anarkali-suit-with-skirt-lstv03688-1.jpg,Black Velvet Embroidered Anarkali Suit with Skirt for Wedding & Party,Women,Anarkali,Heavy Work,Velvet,Velvet,Black,"Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,79980,72%,"Resham Work, Zari Work, Thread Work, Beads Work, Dori Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Black,Heels
668,1751680938-794,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/silk-anarkali-suit-in-cream-color-with-resham-work-2050.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silk-anarkali-suit-in-cream-color-with-resham-work-2050-1-_2_1.jpg,Silk Wedding Anarkali Suit In Cream Color With Resham Work,Women,Anarkali,Traditional,Taffeta Silk,Taffeta Silk,Cream,"Festival Wear, Bridesmaid Wear, Party Wear, Diwali, Eid, Navratri Dresses, Sangeet, Mehndi",All-season,57900,43%,"Resham Work, Stone Work","Top (Included Lining), Bottom and Scarf",Women,,,
669,1751680941-795,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/stone-georgette-forest-green-anarkali-suit-lstv04169.html,"Stone Work, Sequins Work, Dori Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/t/stone-georgette-forest-green-anarkali-suit-1-lstv04169_1.jpg,Stone Georgette Forest Green Anarkali Suit,Women,Anarkali,Traditional,Georgette,Georgette,Forest Green,"Festival Wear, Mehndi, Party Wear, Wedding Wear",All-season,67800,21%,"Stone Work, Sequins Work, Dori Work","Stone Work, Sequins Work, Dori Work",Women,,,
670,1751680945-796,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/silk-prussian-blue-anarkali-suit-with-zari-work-lstv03968.html,"Zari Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silk-prussian-blue-anarkali-suit-with-zari-work-lstv03968-1_2.jpg,Royal Blue Taffeta Silk Anarkali Suit With Zari Work,Women,Anarkali,Traditional,Taffeta Silk,Taffeta Silk,Royal Blue,"Festival Wear, Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,47700,72%,"Zari Work, Stone Work","Zari Work, Stone Work",Muslim Women,"40, 35-42",Matching Blue or Silver,Heels or Sandals
671,1751680948-797,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/resham-embroidered-georgette-burgundy-maroon-anarkali-suit-lstv01058-maroon.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/4/2/42944677470_60a70cd4c5_6k-1.jpg,Resham Embroidered Georgette Burgundy Maroon Wedding Anarkali Suit,Women,Anarkali,Heavy Work,Georgette,Georgette,Burgundy Maroon,"Bridal Wear, Party Wear, Karva Chauth, Sangeet, Mehndi",All-season,47700,45%,"Resham Work, Beads Work, Hand Work, Thread Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,"40, 35-45","Gold, Maroon","Heels, Sandals"
672,1751680951-798,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/hand-work-embroidered-silk-mustard-yellow-anarkali-suit-lstv115283.html,Hand Work,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/h/a/hand-work-embroidered-silk-mustard-yellow-anarkali-suit-lstv115283-1_1.jpg,Hand Work Embroidered Silk Mustard Yellow Anarkali Suit for Wedding & Party,Women,Anarkali,Heavy Work,Silk,Lycra,Mustard Yellow,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,47700,43%,Hand Work,Hand Work,Women,,,
673,1751680954-799,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/velvet-wine-maroon-stone-embellished-anarkali-suit-lstv127847.html,"Diwali,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/1/-/1-52.jpg,Velvet Wine Maroon Stone Embellished Anarkali Suit,Women,Anarkali,Fancy,Velvet,Velvet,Wine Maroon,"Wedding Wear, Guest of Wedding Wear, Sangeet, Engagement",All-season,72000,43%,Stone Embellished,"Diwali, Lohri, Navratri",Indian Women,,,
674,1751680961-801,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/resham-embroidered-silk-lavender-anarkali-suit-lstv04071.html,"Resham Work, Thread Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv04071-purple_1.jpg,Priyanka Chopra Lavender Silk Anarkali Suit,Women,Anarkali,Traditional,Silk,Silk,Lavender,"Bridesmaid Wear, Festival Wear, Party Wear, Wedding Wear",All-season,217200,72%,"Resham Work, Thread Work","Resham Work, Thread Work",Indian Women,Unknown,Matching,Heels
675,1751680964-802,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/dusty-pink-zari-embroidered-anarkali-suit-lstv111229.html,"Stone Work, Zari, Sequince Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dusty-pink-zari-embroidered-anarkali-suit-lstv111229-1_1_1.jpg,Dusty Pink Zari Embroidered Anarkali Suit for Wedding & Party,Women,Anarkali,Traditional,Net,Santoon,Dusty Pink,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,60300,24%,"Stone Work, Zari, Sequince Work","Stone Work, Zari, Sequince Work",Women,,,
676,1751680968-803,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/sequins-embroidered-net-beige-anarkali-suit-lstv118558.html,"Diwali,Eid,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv118558.jpg,Sequins Embroidered Net Beige Anarkali Suit for Wedding & Party,Women,Anarkali,Heavy Work,Net,Net,Beige,"Wedding, Party, Guest of Wedding, Festival, Sangeet",All-season,63900,72%,Sequins Embroidery,"Diwali, Eid, Navratri",Women,40-42,Gold,Heels
677,1751680975-805,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 1,https://www.andaazfashion.com/beige-dupion-embroidered-anarkali-suit-1997.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/e/beige-dupion-embroidered-anarkali-suit-3-1997.jpg,Beige Dupion Embroidered Anarkali Suit for Wedding & Party,Women,Anarkali,Heavy Work,Dupion,Dupion,Beige,"Festival Wear, Bridesmaid Wear, Party Wear, Diwali, Eid",All-season,64800,72%,"Resham Work, Zari Work, Crystal Work, Stone Work, Hand Work","Top (Included Lining), Bottom and Scarf",Women,,,
