,web-scraper-order,web-scraper-start-url,Products-href,Style,Festival ,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
296,1751713025-241,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/black-dupion-silk-printed-mens-kurta-with-dhoti-pants-mkpa07164.html,Straight Cut,"Diwali,Eid,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-dupion-silk-printed-mens-kurta-with-dhoti-pants-mkpa07164-1.jpg,Black Dupion Silk Printed Men's Kurta With Dhoti Pants,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Pure Black,"Guest of Wedding Wear, Sangeet",All-season,37800,24%,"Printed, Foil Print",Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",Black,Traditional
297,1751713028-242,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/dupion-silk-plain-indian-kurta-dhoti-in-maroon-color-mkpv0245.html,Party Wear,Silk,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dupion-silk-plain-indian-kurta-dhoti-in-maroon-color-mkpv0245.jpg,Dupion Silk Plain Indian Kurta Dhoti In Maroon Color,Indian Cloth,Salwar Kameez,Party Wear,Dupion Silk,Dupion Silk,Maroon,Party Wear,All-season,27600,43%,Plain,,Indian Women,,,
298,1751713035-244,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/dupion-silk-indian-kurta-dhoti-in-grey-color-mkpv0242.html,Party Wear,Silk,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dupion-silk-indian-kurta-dhoti-in-grey-color-mkpv0242.jpg,Dupion Silk Indian Kurta Dhoti In Grey Color,Indian Cloth,Salwar Kameez,Party Wear,Dupion Silk,Dupion Silk,Grey,Party Wear,All-season,27600,43%,,,Indian Women,,,
299,1751713048-248,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/plain-dupion-silk-bubble-gum-pink-men-kurta-pajama-mkpa0962.html,Achkan Sherwani,Pink,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-bubble-gum-pink-men-kurta-pajama-mkpa0962-1.jpg,Plain Dupion Silk Bubble Gum Pink Men Kurta Pajama,Men,Salwar Kameez,Achkan Sherwani,Silk,Silk,Bubble Gum Pink,Wedding,All-season,27600,27%,Plain,,Men,,,
300,1751713055-250,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/plain-dupion-silk-off-white-men-kurta-with-maroon-dhoti-mkpa0964.html,Straight Cut,White,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-off-white-men-kurta-with-maroon-dhoti-mkpa0964-1.jpg,Plain Dupion Silk Off White Men Kurta With Maroon Dhoti,Men,Trouser Suit,Traditional,Silk,Silk,"Off White, Maroon",Party Wear,All-season,29700,43%,Plain,,Men,,,
301,1751713058-251,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/silver-dupion-silk-side-slit-mens-kurta-dhoti-mkpa01529.html,Angrakha,Silver,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silver-dupion-silk-side-slit-mens-kurta-dhoti-mkpa01529-1.jpg,Silver Dupion Silk Side Slit Men's Kurta Dhoti,Men,Trouser Suit,Angrakha,Silk,Silk,Silver,Wedding,All-season,31800,23%,,Top (Kurta) & Bottom (Pajama),Men,,,
302,1751713061-252,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/black-dupion-silk-straight-cut-mens-kurta-dhoti-mkpa01526.html,Angrakha,Black,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-dupion-silk-straight-cut-mens-kurta-dhoti-mkpa01526-1.jpg,Black Dupion Silk Straight Cut Men's Kurta Dhoti,Men,Trouser Suit,Angrakha,Silk,Silk,Black,Wedding,All-season,31800,12%,,Top (Kurta) & Bottom (Pajama),Men,,,
303,1751713065-253,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/embroidered-georgette-white-mens-straight-cut-kurta-with-dhoti-pants-mkpa08425.html,Straight Cut,"Diwali,Eid,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/n/anm-25-09_1.jpg,Embroidered Georgette White Men's Straight Cut Kurta With Dhoti Pants,Men,Kurta Pajama,Traditional,Georgette,Dupion Silk,Pure White,"Guest of Wedding Wear, Sangeet, Festival Wear",All-season,69000,25%,"Cutdana Work, Resham Work, Thread Work, Zari Work",Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",White,Traditional
304,1751713069-254,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/deep-red-dupion-silk-printed-mens-jacket-style-kurta-with-dhoti-pants-mkpa08416.html,Jacket Style,"Diwali,Eid,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/0/r/0r0a0097.jpg,Deep Red Dupion Silk Printed Men's Jacket Style Kurta With Dhoti Pants,Men,Kurta Pajama,Jacket Style,Dupion Silk,Dupion Silk,Deep Red,"Guest of Wedding Wear, Sangeet, Festival Wear",All-season,64500,23%,"Stone Work, Printed","Kurta (Included Lining), Jacket, Bottom & Dupatta",Men,"40, 32-36",Black,Traditional
305,1751713072-255,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/olive-green-cotton-silk-printed-mens-straight-cut-kurta-with-dhoti-pants-mkpa08424.html,Straight Cut,"Diwali,Eid,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/n/anm-25-10.jpg,Olive Green Cotton Silk Printed Men's Straight Cut Kurta With Dhoti Pants,Men,Kurta Pajama,Straight Cut,Cotton Silk,Dupion Silk,Olive Green,"Guest of Wedding Wear, Mehndi, Sangeet, Festival Wear",All-season,51900,23%,"Stone Work, Printed, Foil Print","Kurta (Included Lining), Jacket, Bottom & Dupatta",Men,"44, 36-42",Brown,Traditional
306,1751713075-256,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/oat-beige-cotton-printed-mens-straight-cut-kurta-with-dhoti-pants-mkpa08427.html,Straight Cut,"Diwali,Eid,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/n/anm-25-15_1.jpg,Oat Beige Cotton Printed Men's Straight Cut Kurta With Dhoti Pants,Men,Kurta Pajama,Straight Cut,Cotton,Cotton,Oat Beige,"Wedding Wear, Guest of Wedding Wear, Sangeet, Festival Wear",All-season,43800,24%,"Stone Work, Weaved Thread Work, Zari Work, Printed, Foil Print",Top (Kurta) & Bottom (Pajama),Men,"44, 36-42",Brown,Traditional
307,1751713080-257,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/cream-beige-cotton-silk-printed-mens-kurta-with-dhoti-pants-mkpa08418.html,Straight Cut,"Diwali,Eid,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/n/anm-25-02_1_1.jpg,Cream Beige Cotton Silk Weaved Men's Kurta With Dhoti Pants,Pakistani Cloth,Salwar Kameez,Traditional,Cotton Silk,Dupion Silk,Cream Beige,"Guest of Wedding Wear, Sangeet, Festival Wear",All-season,43800,23%,"Dori Work, Mirror Work, Resham Work, Thread Work, Weaved Thread Work, Zari Work",Top (Kurta) & Bottom (Pajama),Pakistani Men,"40, 32-36",Brown,Traditional Sandals
308,1751713083-258,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/light-yellow-dupion-silk-printed-mens-kurta-with-dhoti-pants-mkpa08417.html,Jacket Style,"Diwali,Eid,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/n/anm-25-03_1.jpg,Light Yellow Dupion Silk Printed Men's Kurta With Dhoti Pants,Men,Kurta Pajama,Jacket Style,Dupion Silk,Dupion Silk,Light Yellow,"Wedding Wear, Guest of Wedding Wear, Sangeet, Haldi, Festival Wear",All-season,55800,23%,"Stone Work, Printed","Kurta (Included Lining), Jacket, Bottom & Dupatta",Men,"42, 38-40",Brown,Traditional
309,1751713087-259,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/cherry-red-embroidered-cotton-silk-mens-kurta-with-dhoti-mkpa07559.html,Straight Cut,"Diwali,Eid,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/h/cherry-red-embroidered-cotton-silk-mens-kurta-with-dhoti-mkpa07559-1.jpg,Cherry Red Embroidered Cotton Silk Men's Kurta With Dhoti,Men,Kurta Pajama,Straight Cut,Cotton Silk,Cotton Silk,Cherry Red,"Wedding Wear, Guest of Wedding Wear, Sangeet",All-season,45900,14%,"Resham Work, Thread Work",Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",Black,Traditional
310,1751713090-260,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/black-cotton-asymmetric-men-kurta-pajama-mkpa01022.html,Achkan Sherwani,Black,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-cotton-asymmetric-men-kurta-pajama-mkpa01022-1.jpg,Black Cotton Asymmetric Men's Dhoti Kurta,Men,Trouser Suit,Achkan Sherwani,Cotton,Cotton,Black,Wedding,All-season,61800,43%,Plain,,Men,,,
311,1751713093-261,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/navy-blue-dupion-silk-men-kurta-with-dhoti-mkpa0746.html,Front Slit,"Diwali,Eid,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-dupion-silk-men-kurta-with-dhoti-mkpa0746-1.jpg,Navy Blue Dupion Silk Men Kurta Pajama for Sangeet,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Navy Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,41700,43%,"Woven, Zari",Top (Kurta) & Bottom (Pajama),Men,"42, 44, 38-42",Black,Traditional
312,1751713096-262,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/maroon-dupion-silk-men-kurta-with-dhoti-mkpa0742.html,Front Slit,"Diwali,Eid,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/a/maroon-dupion-silk-men-kurta-with-dhoti-mkpa0742-1.jpg,Maroon Front Slit Party Wear Men Kurta Pajama in Dupion Silk,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Pure Maroon,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,41700,43%,"Woven, Zari",Top (Kurta) & Bottom (Pajama),Men,"42, 38-40",Black,Traditional
313,1751713103-264,https://www.andaazfashion.com/men/dhoti-kurta?p=1,https://www.andaazfashion.com/navy-blue-embroidered-cotton-silk-mens-kurta-with-dhoti-mkpa07562.html,Jacket Style,"Diwali,Eid,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-embroidered-cotton-silk-mens-kurta-with-dhoti-mkpa07562-1.jpg,Navy Blue Embroidered Cotton Silk Men's Kurta With Dhoti,Pakistani Cloth,Salwar Kameez,Traditional,Cotton Silk,Cotton Silk,Navy Blue,"Wedding Wear, Guest of Wedding Wear, Sangeet",All-season,45900,17%,"Resham Work, Thread Work",Top (Kurta) & Bottom (Pajama),Pakistani Men,"40, 32-36",Black,Traditional
