,product_name,main_category,Category Style,categorize_outfit,occasion,season,Gender,fit_type,fabric,work_details,color_category,shoe_color,shoe_style,price_pkr,discount,Image URL-src,Products-href,web-scraper-start-url
4831,Georgette Anarkali Suit In Maroon Red Color,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Range,Georgette,Embroidered Work,Reds,Gold,Heels,55800,27.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/a/maroon-anarkali-suit-1-lstv01798.jpg,https://www.andaazfashion.com/georgette-anarkali-suit-in-maroon-red-color-lstv01798.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4832,Maya Ali Silk Embroidered Wedding Anarkali Suit In Wine Colour,Women's Ethnic Wear,Traditional,Anarkali Suit,Party/Festive,All-season,Female,Range,Silk,Embroidered Work,Reds,Gold,Heels,67800,24.0,https://assets2.andaazfashion.com/media/catalog/product/m/a/maya-ali-silk-embroidered-anarkali-suit-in-wine-colour-lstv03710.jpg.jpg,https://www.andaazfashion.com/maya-ali-silk-embroidered-anarkali-suit-in-wine-colour-lstv03710.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4833,Peach Net Anarkali Churidar Suit With Dupatta,Pakistani Cloth,Contemporary,Anarkali Suit,Party/Festive,All-season,Female,Multi Size,Net,Embroidered Work,Multi / Mixed & Others,"Gold, Silver","Heels, Sandals",67800,19.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/design-no-dmv15088-long-anarkali-suit-collection-front.jpg,https://www.andaazfashion.com/peach-net-anarkali-churidar-suit-with-dupatta-dmv15088.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4835,Two Tone Taffeta Silk Anarkali Suit In Persian green color,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Range,Silk,Embroidered Work,Greens,Gold,Heels,51900,23.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/t/attractive-silk-anarkali-suit-in-green-color-lstv01519a-1_2_1.jpg,https://www.andaazfashion.com/attractive-silk-anarkali-suit-in-green-color-lstv01519a.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4836,Mulberry Purple Embroidered Anarkali Suit,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Range,Georgette,Embroidered Work,Purples & Mauves,Gold,Heels,55500,28.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/u/purple-anarkali-suit-1-lstv01801.jpg,https://www.andaazfashion.com/mulberry-purple-embroidered-anarkali-suit-lstv01801.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4837,Purple Banglori Silk Anarkali Churidar Suit With Dupatta,Pakistani Cloth,Traditional,Anarkali Suit,Party/Festive,All-season,Female,Multi Size,Silk,Embroidered Work,Purples & Mauves,"Gold, Silver","Heels, Sandals",67800,21.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/n/anarkali-churidar-suit-dmv14617.jpg,https://www.andaazfashion.com/purple-banglori-silk-anarkali-churidar-suit-with-dupatta-dmv14617.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4838,Banglori Silk Wedding Anarkali Suit In Pale Yellow Color,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Range,Silk,Embroidered Work,Yellows,Gold,Heels,72000,72.0,https://assets2.andaazfashion.com/media/catalog/product/l/s/lstv0522-yellow_1.jpg,https://www.andaazfashion.com/gorgeous-silk-anarkali-suit-in-pale-yellow-color-with-hand-embroidered-lstv0522.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4839,Navy Blue Silk Party Wear Anarkali Suit With Chiffon Dupatta,Pakistani Cloth,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Mixed Range,Silk,Embroidered Work,Blues,Matching Navy Blue or Silver,Heels or Sandals,47700,72.0,https://assets2.andaazfashion.com/media/catalog/product/n/a/navy-blue-silk-party-wear-anarkali-suit-lstv05607.jpg,https://www.andaazfashion.com/navy-blue-silk-party-wear-anarkali-suit-lstv05607.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4840,Banglori Silk Wedding Anarkali Suit In Light Grey Color,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Range,Silk,Embroidered Work,Black & Greys,Silver,Heels,72000,72.0,https://assets2.andaazfashion.com/media/catalog/product/l/s/lstv0522-gray_1.jpg,https://www.andaazfashion.com/gorgeous-silk-anarkali-suit-in-light-grey-with-hand-embroidered-lstv0522.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4841,Red Georgette Anarkali Churidar Suit With Chiffon Dupatta,Pakistani Cloth,Traditional,Anarkali Suit,Party/Festive,All-season,Female,Range,Georgette,Embroidered Work,Reds,"Gold, Silver","Heels, Sandals",39900,51.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/design-no-dmv14266-designer-anarkali-collection-front.jpg,https://www.andaazfashion.com/red-georgette-anarkali-churidar-suit-with-dupatta-dmv14266.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4842,Burgundy Maroon Velvet Abaya Style Gown,Women's Ethnic Wear,Contemporary,Gown,Party/Festive,All-season,Female,Range,Velvet,Plain / Others,Reds,Black,Heels,54000,40.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/u/burgundy-maroon-velvet-abaya-style-gown-lstv114896-1.jpg,https://www.andaazfashion.com/burgundy-maroon-velvet-abaya-style-gown-lstv114896.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4845,Silk Wedding Anarkali Suit In Dusty Pink Grey Colour,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Range,Silk,Embroidered Work,Pinks,Silver,Heels,39900,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silk-wedding-anarkali-suit-in-light-purple-colour-lstv03644_1.jpg,https://www.andaazfashion.com/silk-wedding-anarkali-suit-in-light-purple-colour-lstv03644.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4847,Georgette Bottle Green Embroidered Dress With Dupatta Chiffon,Pakistani Cloth,Traditional,Uncategorized,Wedding/Formal,All-season,Female,Range,Georgette,Embroidered Work,Greens,"Green, Gold","Heels, Sandals",67800,20.0,https://assets2.andaazfashion.com/media/catalog/product/d/e/design-no-dmv14513-designer-anarkali-suit-collection-front.jpg,https://www.andaazfashion.com/georgette-bottle-green-embroidered-gown-with-chiffon-dupatta-dmv14513.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4848,Black Taffeta Embroidered Anarkali Suit,Women's Ethnic Wear,Traditional,Anarkali Suit,Party/Festive,All-season,Female,Range,Silk,Embroidered Work,Black & Greys,Black,"Heels, Sandals",54000,24.0,https://assets2.andaazfashion.com/media/catalog/product/b/l/black-anarkali-suit1-1891_1.jpg,https://www.andaazfashion.com/black-taffeta-embroidered-anarkali-suit-1891-black.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4849,Foil Print Georgette Navy Blue Anarkali Suit,Women's Ethnic Wear,Traditional,Anarkali Suit,Party/Festive,All-season,Female,Multi Size,Georgette,Printed,Blues,Gold,Heels,39900,18.0,https://assets2.andaazfashion.com/media/catalog/product/f/o/foil-print-georgette-navy-blue-anarkali-suit-lstv09350-1.jpg,https://www.andaazfashion.com/foil-print-georgette-navy-blue-anarkali-suit-lstv09350.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4850,Georgette Dark Green Wedding Anarkali Suit With Copper Dori Work,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Range,Georgette,Embroidered Work,Greens,Matching or Gold,Heels or Sandals,60300,24.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv0365-green.jpg,https://www.andaazfashion.com/resham-embroidered-georgette-dark-green-anarkali-suit-lstv0365.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4851,Dupion Mint Green Anarkali Gown,Women's Ethnic Wear,Traditional,Gown,Wedding/Formal,All-season,Female,Mixed Range,Silk,Embroidered Work,Greens,Gold,Heels,54000,72.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/t/stylish-dupion-mint-green-anarkali-gown-1-1995_1.jpg,https://www.andaazfashion.com/stylish-dupion-mint-green-anarkali-gown-1995.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4852,Zari Embroidered Velvet Deep Red Angrakha Style Trouser Suit,Pakistani Cloth,Traditional,Angrakha,Party/Festive,All-season,Female,Mixed Range,Velvet,Embroidered Work,Reds,Black,Heels,61800,40.0,https://assets2.andaazfashion.com/media/catalog/product/l/s/lstv114830-red.jpg,https://www.andaazfashion.com/zari-embroidered-velvet-deep-red-angrakha-style-trouser-suit-lstv114830.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4854,Banglori Silk Wedding Anarkali Suit In Light Blue Color,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Range,Silk,Embroidered Work,Multi / Mixed & Others,Silver,Heels,72000,72.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv0522-skyblue_1.jpg,https://www.andaazfashion.com/gorgeous-silk-anarkali-suit-in-light-blue-color-with-hand-embroidered-lstv0522.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4855,Zari Embroidered Velvet Teal Green Angrakha Style Trouser Suit,Pakistani Cloth,Traditional,Angrakha,Party/Festive,All-season,Female,Mixed Range,Velvet,Embroidered Work,Greens,Gold,Heels,61800,40.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv114830-peacock-blue.jpg,https://www.andaazfashion.com/zari-embroidered-velvet-teal-green-angrakha-style-trouser-suit-lstv114830.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4856,Navy Blue Georgette Gown,Women's Ethnic Wear,Contemporary,Gown,Party/Festive,All-season,Female,Multi Size,Georgette,Plain / Others,Blues,Matching,Heels,67800,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/i/m/img-11-front_1.jpg,https://www.andaazfashion.com/navy-blue-georgette-gown-dmv15002.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4857,Teal Blue Color Net Embroidered Anarkali Suit,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Range,Net,Embroidered Work,Blues,Matching Teal Blue,Heels or Sandals,66000,23.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/e/teal-blue-color-net-embroidered-anarkali-suit-1-lstv04538.jpg,https://www.andaazfashion.com/teal-blue-color-net-embroidered-anarkali-suit-lstv04538.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4858,Resham Embroidered Net Plum Purple Anarkali Suit,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Mixed Range,Net,Embroidered Work,Purples & Mauves,"Silver, Gold","Heels, Sandals",66000,23.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/resham-embroidered-net-plum-purple-anarkali-suit-1-lstv04537.jpg,https://www.andaazfashion.com/resham-embroidered-net-plum-purple-anarkali-suit-lstv04537.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 18
4859,Resham Embroidered Net Anarkali Suit in Dark Blue Color,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Mixed Range,Net,Embroidered Work,Multi / Mixed & Others,Matching Dark Blue or Silver,Heels or Sandals,66000,23.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/resham-embroidered-net-anarkali-suit-in-dark-blue-color-1-lstv04536.jpg,https://www.andaazfashion.com/resham-embroidered-net-anarkali-suit-in-dark-blue-color-lstv04536.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17
4860,Silk Party Wear Gown In Cherry Red Color,Women's Ethnic Wear,Traditional,Gown,Party/Festive,All-season,Female,Mixed Range,Silk,Embroidered Work,Reds,Matching or Neutral,Heels or Sandals,47700,43.0,https://assets2.andaazfashion.com/media/catalog/product/s/i/silk-party-wear-gown-in-cherry-red-color-lstv03458_1_.jpg,https://www.andaazfashion.com/silk-party-wear-gown-in-cherry-red-color-lstv03458.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17
4861,Zari Embroidered Velvet Purple Angrakha Style Trouser Suit,Pakistani Cloth,Traditional,Angrakha,Party/Festive,All-season,Female,Mixed Range,Velvet,Embroidered Work,Purples & Mauves,"Navy Blue, Silver, White",Heels,61800,40.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv114830-purple.jpg,https://www.andaazfashion.com/zari-embroidered-velvet-purple-angrakha-style-trouser-suit-lstv114830.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17
4862,Aqua Green Georgette Anarkali Suit With Sequins Work,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Range,Georgette,Embellished Work,Greens,Gold,Heels,57900,72.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-blue-georgette-anarkali-suit-with-sequins-work-1-lstv03971_1.jpg,https://www.andaazfashion.com/light-blue-georgette-anarkali-suit-with-sequins-work-lstv03971.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17
4863,Zari Embroidered Velvet Green Angrakha Style Trouser Suit,Pakistani Cloth,Traditional,Angrakha,Party/Festive,All-season,Female,Range,Velvet,Embroidered Work,Greens,"Green, Gold","Heels, Sandals",61800,40.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv114830-green.jpg,https://www.andaazfashion.com/zari-embroidered-velvet-green-angrakha-style-trouser-suit-lstv114830.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17
4864,Teal Green Silk Embroidered Party Wear Gown,Women's Ethnic Wear,Traditional,Gown,Party/Festive,All-season,Female,Range,Silk,Embroidered Work,Greens,Gold,Heels,47700,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/e/teal-green-silk-embroidered-party-wear-gown-1-lstv03459.jpg,https://www.andaazfashion.com/teal-green-silk-embroidered-party-wear-gown-lstv03459.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17
4865,Dark Green Georgette Trouser Suit With Dupatta,Pakistani Cloth,Traditional,Trouser Suit,Party/Festive,All-season,Female,Mixed Range,Georgette,Embroidered Work,Greens,Matching Green or Gold,Heels or Sandals,61800,50.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/r/trouser-suit-green-1-dmv14019_1.jpg,https://www.andaazfashion.com/dark-green-georgette-trouser-suit-with-dupatta-dmv14019-green.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17
4866,Black Silk Anarkali Churidar Suit,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Multi Size,Silk,Embroidered Work,Black & Greys,Black,Heels,61800,52.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-anarkali-suit1-1859.jpg,https://www.andaazfashion.com/black-silk-anarkali-churidar-suit-1859black.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17
4867,Steel Grey Silk Anarkali Churidar Suit,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Mixed Range,Silk,Embroidered Work,Black & Greys,"Silver, Gold","Heels, Sandals",61800,52.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/r/grey-anarkali-suit1-1859.jpg,https://www.andaazfashion.com/grey-silk-anarkali-churidar-suit-1859grey.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17
4868,Silk Anarkali Suit In Yellow Color With Resham Work,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Mixed Range,Silk,Embroidered Work,Yellows,Gold,Heels,43800,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/y/e/yellow-anarkali-suit-1-lstv01847.jpg,https://www.andaazfashion.com/luxurious-silk-yellow-anarkali-suit-lstv01847.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17
4869,Blue Georgette Ankle Length Suit with Chiffon Dupatta,Pakistani Cloth,Traditional,General Suit,Party/Festive,All-season,Female,Mixed Range,Georgette,Embroidered Work,Multi / Mixed & Others,"Blue, Silver","Heels, Sandals",54000,51.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/r/trouser-suit-blue-dmv14196-1.jpg,https://www.andaazfashion.com/blue-georgette-trouser-suit-with-dupatta-dmv14196-blue.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17
4870,Purple Taffeta Embroidered Anarkali Suit,Women's Ethnic Wear,Traditional,Anarkali Suit,Party/Festive,All-season,Female,Range,Silk,Embroidered Work,Purples & Mauves,Silver,Heels,54000,24.0,https://assets2.andaazfashion.com/media/catalog/product/p/u/purple-anarkali-suit1-1891.jpg,https://www.andaazfashion.com/purple-taffeta-embroidered-anarkali-suit-1891-purple.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17
4871,Light Blue Silk Anarkali Suit With Resham Work,Women's Ethnic Wear,Traditional,Anarkali Suit,Wedding/Formal,All-season,Female,Range,Silk,Embroidered Work,Multi / Mixed & Others,Silver,Heels,54000,43.0,https://assets2.andaazfashion.com/media/catalog/product/d/e/design-no-1910-trouser-suit-collection-front_1_2_1.jpg,https://www.andaazfashion.com/attractive-firozi-blue-silk-anarkali-suit-with-resham-work-1910.html,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17
